# HeaderRows_9
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# Latitude; decimal_degrees_WGS84; N/A; Manually recorded in metadata from tablet or personal phone.
# Longitude; decimal_degrees_WGS84; N/A; Manually recorded in metadata from tablet or personal phone.
# Temperature; degree_celsius; Minidot_04; PME miniDOT Logger with temperature sensor.
# Dissolved_Oxygen; milligrams_per_liter; Minidot_04; PME miniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Pressure; millimeters_mercury; BaroExtrap_01; In Situ Rugged BaroTROLL 100 ABS with piezoresistive ceramic pressure sensor.
# Depth; meters; Depth_01; Calculated using (1) In Situ Rugged BaroTROLL 100 ABS with piezoresistive ceramic pressure sensor (2) Onset HOBO water level logger U20L-04 (13 feet) with ceramic pressure sensor and (3) average reach depth.
DateTime,Parent_ID,Site_ID,Latitude,Longitude,Temperature,Dissolved_Oxygen,Pressure,Depth
 2022-07-29 00:00:00,SSS021,S24,47.354314,-121.108221,16.79,8.451,701.5,0.64
 2022-07-29 00:01:00,SSS021,S24,47.354314,-121.108221,16.77,8.455,701.5,0.64
 2022-07-29 00:02:00,SSS021,S24,47.354314,-121.108221,16.79,8.444,701.5,0.64
 2022-07-29 00:03:00,SSS021,S24,47.354314,-121.108221,16.77,8.453,701.5,0.64
 2022-07-29 00:04:00,SSS021,S24,47.354314,-121.108221,16.76,8.452,701.5,0.64
 2022-07-29 00:05:00,SSS021,S24,47.354314,-121.108221,16.78,8.449,701.5,0.64
 2022-07-29 00:06:00,SSS021,S24,47.354314,-121.108221,16.74,8.465,701.5,0.64
 2022-07-29 00:07:00,SSS021,S24,47.354314,-121.108221,16.74,8.46,701.5,0.64
 2022-07-29 00:08:00,SSS021,S24,47.354314,-121.108221,16.73,8.462,701.5,0.64
 2022-07-29 00:09:00,SSS021,S24,47.354314,-121.108221,16.75,8.456,701.5,0.64
 2022-07-29 00:10:00,SSS021,S24,47.354314,-121.108221,16.74,8.464,701.5,0.64
 2022-07-29 00:11:00,SSS021,S24,47.354314,-121.108221,16.72,8.467,701.5,0.64
 2022-07-29 00:12:00,SSS021,S24,47.354314,-121.108221,16.73,8.46,701.5,0.64
 2022-07-29 00:13:00,SSS021,S24,47.354314,-121.108221,16.7,8.473,701.5,0.64
 2022-07-29 00:14:00,SSS021,S24,47.354314,-121.108221,16.7,8.466,701.5,0.64
 2022-07-29 00:15:00,SSS021,S24,47.354314,-121.108221,16.69,8.475,701.5,0.65
 2022-07-29 00:16:00,SSS021,S24,47.354314,-121.108221,16.71,8.468,701.5,0.65
 2022-07-29 00:17:00,SSS021,S24,47.354314,-121.108221,16.74,8.465,701.5,0.65
 2022-07-29 00:18:00,SSS021,S24,47.354314,-121.108221,16.69,8.469,701.5,0.65
 2022-07-29 00:19:00,SSS021,S24,47.354314,-121.108221,16.69,8.467,701.5,0.65
 2022-07-29 00:20:00,SSS021,S24,47.354314,-121.108221,16.69,8.472,701.5,0.65
 2022-07-29 00:21:00,SSS021,S24,47.354314,-121.108221,16.69,8.47,701.5,0.65
 2022-07-29 00:22:00,SSS021,S24,47.354314,-121.108221,16.69,8.469,701.5,0.65
 2022-07-29 00:23:00,SSS021,S24,47.354314,-121.108221,16.68,8.474,701.5,0.65
 2022-07-29 00:24:00,SSS021,S24,47.354314,-121.108221,16.66,8.482,701.5,0.65
 2022-07-29 00:25:00,SSS021,S24,47.354314,-121.108221,16.67,8.471,701.5,0.65
 2022-07-29 00:26:00,SSS021,S24,47.354314,-121.108221,16.66,8.481,701.5,0.65
 2022-07-29 00:27:00,SSS021,S24,47.354314,-121.108221,16.67,8.473,701.5,0.65
 2022-07-29 00:28:00,SSS021,S24,47.354314,-121.108221,16.67,8.471,701.5,0.65
 2022-07-29 00:29:00,SSS021,S24,47.354314,-121.108221,16.64,8.48,701.5,0.65
 2022-07-29 00:30:00,SSS021,S24,47.354314,-121.108221,16.64,8.478,701.1,0.65
 2022-07-29 00:31:00,SSS021,S24,47.354314,-121.108221,16.64,8.47,701.1,0.65
 2022-07-29 00:32:00,SSS021,S24,47.354314,-121.108221,16.64,8.473,701.1,0.65
 2022-07-29 00:33:00,SSS021,S24,47.354314,-121.108221,16.64,8.473,701.1,0.65
 2022-07-29 00:34:00,SSS021,S24,47.354314,-121.108221,16.62,8.485,701.1,0.65
 2022-07-29 00:35:00,SSS021,S24,47.354314,-121.108221,16.62,8.487,701.1,0.65
 2022-07-29 00:36:00,SSS021,S24,47.354314,-121.108221,16.64,8.481,701.1,0.65
